title,description,categoria,titulo_limpo,descricao_limpa,tokens_titulo,tokens_descricao,sentimento_titulo,sentimento_descricao
Falta de Transparência: Nubank Não Envia Faturas com Detalhamento das Taxas de Juros!,"É um absurdo! Estou há mais de quatro dias tentando, sem sucesso, emitir minhas faturas do período de 2021 até junho de 2024,...",Cartão de Crédito,falta de transparência nubank não envia faturas com detalhamento das taxas de juros,é um absurdo estou há mais de quatro dias tentando sem sucesso emitir minhas faturas do período de até junho de,"['falt', 'transpar', 'nubank', 'env', 'fatur', 'detalh', 'tax', 'jur']","['absurd', 'quatr', 'dia', 'tent', 'sucess', 'emit', 'fatur', 'períod', 'junh']",1,1
Minha conta foi bloqueada!,"Ontem fui ao mercado na hora de pagar no débito porque tenho dinheiro na minha conta Nubank, o cartão não passou deu que minh...",Conta,minha conta foi bloqueada,ontem fui ao mercado na hora de pagar no débito porque tenho dinheiro na minha conta nubank o cartão não passou deu que minh,"['cont', 'bloque']","['ont', 'merc', 'hor', 'pag', 'débit', 'porqu', 'dinh', 'cont', 'nubank', 'cart', 'pass', 'deu', 'minh']",1,1
Crédito pré aprovado inativo,"Crédito pré-aprovado que pede o mesmo extrato que eles já têm do titular da conta (não precisava), e que só coloca um campo o...",Cartão de Crédito,crédito pré aprovado inativo,crédito préaprovado que pede o mesmo extrato que eles já têm do titular da conta não precisava e que só coloca um campo o,"['crédit', 'pré', 'aprov', 'inat']","['crédit', 'préaprov', 'ped', 'extrat', 'têm', 'titul', 'cont', 'precis', 'coloc', 'camp']",1,1
COBRANÇA INEXISTENTE,Há meses venho recebendo mensalmente a cobrança de uma fatura que não existe. Não tenho nenhuma pendência ou compromisso fina...,Outros,cobrança inexistente,há meses venho recebendo mensalmente a cobrança de uma fatura que não existe não tenho nenhuma pendência ou compromisso fina,"['cobranç', 'inexist']","['mes', 'venh', 'receb', 'mens', 'cobranç', 'fatur', 'exist', 'nenhum', 'pend', 'compromiss', 'fin']",1,1
ligações execivas,Estou sufocada com tantas ligações de cobrança. Já está me causando crises de ansiedade. Já falei pra empresa que assim que e...,Atendimento,ligações execivas,estou sufocada com tantas ligações de cobrança já está me causando crises de ansiedade já falei pra empresa que assim que e,"['lig', 'exec']","['sufoc', 'tant', 'lig', 'cobranç', 'caus', 'cris', 'ansiedad', 'fal', 'pra', 'empr', 'assim']",3,1
Limite disponível invisível,"Olá vcs são uma farça o fiz um acordo quitei, o cartão aparece com limite disponível tenta efetuar o pagamento da não autoriz...",Cartão de Crédito,limite disponível invisível,olá vcs são uma farça o fiz um acordo quitei o cartão aparece com limite disponível tenta efetuar o pagamento da não autoriz,"['limit', 'dispon', 'invis']","['olá', 'vc', 'farç', 'fiz', 'acord', 'quit', 'cart', 'aparec', 'limit', 'dispon', 'tent', 'efetu', 'pag', 'autoriz']",1,1
Pagamento da fatura não consta,"Realizei o pagamento de parte da fatura do próximo mês, o dinheiro foi debitado da minha conta, mas o pagamento não consta na...",Cartão de Crédito,pagamento da fatura não consta,realizei o pagamento de parte da fatura do próximo mês o dinheiro foi debitado da minha conta mas o pagamento não consta na,"['pag', 'fatur', 'const']","['realiz', 'pag', 'part', 'fatur', 'próx', 'mê', 'dinh', 'debit', 'cont', 'pag', 'const']",1,1
Eu gostaria de reativar o meu cartão pois eu tive uma conta atrasada da minha fatura só que eu já paguei tudo está tudo quitado então eu gostaria de reativar pra mim poder usar o meu limite,Eu gostaria após meu cartão ser cancelado eu gostaria de reativar por trás de fatura mas já está tudo quitado está tudo em di...,Cartão de Crédito,eu gostaria de reativar o meu cartão pois eu tive uma conta atrasada da minha fatura só que eu já paguei tudo está tudo quitado então eu gostaria de reativar pra mim poder usar o meu limite,eu gostaria após meu cartão ser cancelado eu gostaria de reativar por trás de fatura mas já está tudo quitado está tudo em di,"['gost', 'reativ', 'cart', 'poi', 'cont', 'atras', 'fatur', 'pag', 'tud', 'tud', 'quit', 'ent', 'gost', 'reativ', 'pra', 'mim', 'pod', 'us', 'limit']","['gost', 'após', 'cart', 'cancel', 'gost', 'reativ', 'trá', 'fatur', 'tud', 'quit', 'tud']",1,1
Alguém fez uma compra de 10 reías no meu cartão virtual.,"Hoje, acordei pela manhã e recebi uma notificação de que alguém, às 5:40 da manhã, chamado SBR fez uma compra no crédito de 1...",Cartão de Crédito,alguém fez uma compra de reías no meu cartão virtual,hoje acordei pela manhã e recebi uma notificação de que alguém às da manhã chamado sbr fez uma compra no crédito de,"['alguém', 'fez', 'compr', 'reí', 'cart', 'virtual']","['hoj', 'acord', 'manhã', 'receb', 'notific', 'alguém', 'manhã', 'cham', 'sbr', 'fez', 'compr', 'crédit']",1,1
Juros indevido,"Observei que há uma multa de atraso de fatura, porém já tinha pago a minha fatura no dia do vencimento e o sistema não contab...",Cartão de Crédito,juros indevido,observei que há uma multa de atraso de fatura porém já tinha pago a minha fatura no dia do vencimento e o sistema não contab,"['jur', 'indev']","['observ', 'mult', 'atras', 'fatur', 'porém', 'pag', 'fatur', 'dia', 'venc', 'sistem', 'contab']",1,1
Redução de limite,"Mês de dezembro para janeiro apguri a fatura é para minha surpresa não obtive o retorno do crédito, esse mês em especificame...",Cartão de Crédito,redução de limite,mês de dezembro para janeiro apguri a fatura é para minha surpresa não obtive o retorno do crédito esse mês em especificame,"['reduç', 'limit']","['mê', 'dezembr', 'jan', 'apgur', 'fatur', 'surpr', 'obtiv', 'retorn', 'crédit', 'mê', 'especificam']",3,1
Informe Rendimentos de 2024,"Hoje é dia 28/02/2025, o informe rendimentos de 2024 ainda não chegou no aplicativo, só aparece o de 2023.",Investimentos,informe rendimentos de,hoje é dia o informe rendimentos de ainda não chegou no aplicativo só aparece o de,"['inform', 'rend']","['hoj', 'dia', 'inform', 'rend', 'aind', 'cheg', 'aplic', 'aparec']",4,1
Cartão adicional,"Prezados, Emiti um cartão adicional em nome da minha mãe de 89 anos. Acontece que no cadastro do apli...",Cartão de Crédito,cartão adicional,prezados emiti um cartão adicional em nome da minha mãe de anos acontece que no cadastro do apli,"['cart', 'adic']","['prez', 'emit', 'cart', 'adic', 'nom', 'mãe', 'ano', 'acontec', 'cadastr', 'apl']",4,3
Solicito que retire meu nome do registrado uma vez que fiz o pagamento dos meus valores,Fiz o pagamento do valor mais meu nome ainda esta no registrado solicito que retire urgentemente por favor,Pagamentos,solicito que retire meu nome do registrado uma vez que fiz o pagamento dos meus valores,fiz o pagamento do valor mais meu nome ainda esta no registrado solicito que retire urgentemente por favor,"['solicit', 'ret', 'nom', 'registr', 'vez', 'fiz', 'pag', 'val']","['fiz', 'pag', 'val', 'nom', 'aind', 'registr', 'solicit', 'ret', 'urgent', 'favor']",1,1
Divida,"Estou com uma divida ativa com o nubank e tenho uma oferta para acertar essa pendência. No atual cenário econômico, não tenho...",Outros,divida,estou com uma divida ativa com o nubank e tenho uma oferta para acertar essa pendência no atual cenário econômico não tenho,['div'],"['div', 'ativ', 'nubank', 'ofert', 'acert', 'pend', 'atual', 'cen', 'econôm']",3,1
Cartão crédito,"No mês de janeiro um atendente do banco nubank no chat, me falou que se eu pagasse 5 reais do cartão de crédito ele seria des...",Cartão de Crédito,cartão crédito,no mês de janeiro um atendente do banco nubank no chat me falou que se eu pagasse reais do cartão de crédito ele seria des,"['cart', 'crédit']","['mê', 'jan', 'atend', 'banc', 'nubank', 'chat', 'fal', 'pag', 'real', 'cart', 'crédit', 'de']",5,1
Nubank,"O mesmo não aumentar meu limite já faz 5 meses q permanece o mesmo, todo mês tem análise e disse q vai continuar o mesmo val...",Outros,nubank,o mesmo não aumentar meu limite já faz meses q permanece o mesmo todo mês tem análise e disse q vai continuar o mesmo val,['nubank'],"['aument', 'limit', 'faz', 'mes', 'permanec', 'tod', 'mê', 'anális', 'diss', 'vai', 'continu', 'val']",5,1
[Editado pelo Reclame Aqui],"Caí em um [Editado pelo Reclame Aqui] de anúncio de Facebook, o [Editado pelo Reclame Aqui] está recendo os pagamentos no ban...",Outros,editado pelo reclame aqui,caí em um editado pelo reclame aqui de anúncio de facebook o editado pelo reclame aqui está recendo os pagamentos no ban,"['edit', 'reclam', 'aqu']","['caí', 'edit', 'reclam', 'aqu', 'anúnci', 'facebook', 'edit', 'reclam', 'aqu', 'rec', 'pag', 'ban']",5,1
Me [Editado pelo Reclame Aqui] na cara,Paguei minha fatura e simplesmente ficou uma valor de fatura utilizei e o mesmo está mostrando outro valor de limite a menos ...,Outros,me editado pelo reclame aqui na cara,paguei minha fatura e simplesmente ficou uma valor de fatura utilizei e o mesmo está mostrando outro valor de limite a menos,"['edit', 'reclam', 'aqu', 'car']","['pag', 'fatur', 'simples', 'fic', 'val', 'fatur', 'utiliz', 'mostr', 'outr', 'val', 'limit', 'menos']",1,1
Negativação indevida,"Realizei o pagamento da minha divida junto a banco, a vista através de um acordo pela app que o próprio banco geral, porém o ...",Segurança,negativação indevida,realizei o pagamento da minha divida junto a banco a vista através de um acordo pela app que o próprio banco geral porém o,"['negativ', 'indev']","['realiz', 'pag', 'div', 'junt', 'banc', 'vist', 'através', 'acord', 'app', 'própri', 'banc', 'geral', 'porém']",1,1
Não recebi e-mail de confirmação,Troquei de aparelho celular e tentei configurar minha conta no novo. Preenchi minhas informações e recebi a mensagem de que e...,Outros,não recebi email de confirmação,troquei de aparelho celular e tentei configurar minha conta no novo preenchi minhas informações e recebi a mensagem de que e,"['receb', 'email', 'confirm']","['troq', 'aparelh', 'celul', 'tent', 'configur', 'cont', 'nov', 'preench', 'inform', 'receb', 'mens']",1,1
Reativar cartão de crédito,"Olá meu cartão está cancelado mas sou um ótimo cliente todas as faturas pagas, recentemente recebi um e-mail para ativação d...",Cartão de Crédito,reativar cartão de crédito,olá meu cartão está cancelado mas sou um ótimo cliente todas as faturas pagas recentemente recebi um email para ativação d,"['reativ', 'cart', 'crédit']","['olá', 'cart', 'cancel', 'ótim', 'client', 'tod', 'fatur', 'pag', 'recent', 'receb', 'email', 'ativ']",4,1
Banco me empresta meu proprio dinheiro e cobra juros abusivos,"Apliquei uma quantia em um CDB,tendo esta como limite de gastos e como https://*******,porem,que o Banco simplesmente no dia ...",Cartão de Crédito,banco me empresta meu proprio dinheiro e cobra juros abusivos,apliquei uma quantia em um cdbtendo esta como limite de gastos e como o banco simplesmente no dia,"['banc', 'emprest', 'propri', 'dinh', 'cobr', 'jur', 'abus']","['apliq', 'quant', 'cdbt', 'limit', 'gast', 'banc', 'simples', 'dia']",1,1
[Editado pelo Reclame Aqui] pix,"Prezados,Escrevo para relatar um incidente de [Editado pelo Reclame Aqui] ocorrido recentemente em uma transação ...",Pix,editado pelo reclame aqui pix,prezadosescrevo para relatar um incidente de editado pelo reclame aqui ocorrido recentemente em uma transação,"['edit', 'reclam', 'aqu', 'pix']","['prezadosescrev', 'relat', 'incid', 'edit', 'reclam', 'aqu', 'ocorr', 'recent', 'trans']",5,4
Cancelamento renegociação de fatura,"Fiz uma renegociação de parcelamento de fatura , mas me arrependi. O atendente disse que não posso cancelar , mas segundo o a...",Cartão de Crédito,cancelamento renegociação de fatura,fiz uma renegociação de parcelamento de fatura mas me arrependi o atendente disse que não posso cancelar mas segundo o a,"['cancel', 'renegoci', 'fatur']","['fiz', 'renegoci', 'parcel', 'fatur', 'arrepend', 'atend', 'diss', 'poss', 'cancel', 'segund']",1,1
Nome no banco central,"Olha eu atrasei minha conta, meu cartão foi cancelado, e desde então não paguei pois fiquei desempregado, então cancelaram me...",Outros,nome no banco central,olha eu atrasei minha conta meu cartão foi cancelado e desde então não paguei pois fiquei desempregado então cancelaram me,"['nom', 'banc', 'centr']","['olh', 'atras', 'cont', 'cart', 'cancel', 'desd', 'ent', 'pag', 'poi', 'fiq', 'desempreg', 'ent', 'cancel']",1,1
Nubank aumentar meu limite,"Nubank,sempre que possível acho que poucas vezes ocorreu pago tudo no prazo uso meu limite (que ja é pouco pelo o que eu ganh...",Cartão de Crédito,nubank aumentar meu limite,nubanksempre que possível acho que poucas vezes ocorreu pago tudo no prazo uso meu limite que ja é pouco pelo o que eu ganh,"['nubank', 'aument', 'limit']","['nubanksempr', 'possível', 'ach', 'pouc', 'vez', 'ocorr', 'pag', 'tud', 'praz', 'uso', 'limit', 'pouc', 'ganh']",3,1
Meu cartão está cancelado mesmo com a fatura paga,Então meu cartão de crédito foi cancelado após a demora do pagamento,Cartão de Crédito,meu cartão está cancelado mesmo com a fatura paga,então meu cartão de crédito foi cancelado após a demora do pagamento,"['cart', 'cancel', 'fatur', 'pag']","['ent', 'cart', 'crédit', 'cancel', 'após', 'dem', 'pag']",1,1
Tempo de espera para ser aceito,"Sou cliente nubank a bastante, tenho vários investimentos na conta, por causa disso solicitei o ultravioleta a bastante tempo...",Outros,tempo de espera para ser aceito,sou cliente nubank a bastante tenho vários investimentos na conta por causa disso solicitei o ultravioleta a bastante tempo,"['temp', 'esper', 'aceit']","['client', 'nubank', 'bast', 'vári', 'invest', 'cont', 'caus', 'diss', 'solicit', 'ultraviolet', 'bast', 'temp']",4,3
Funcionário despreparado contestou uma compra sem autorização e me prejudicou,Boa noite. No dia 11 abri um chamado aqui reclamando que vocês não tinham tirado o valor da minha fatura que a Amazon já tinh...,Atendimento,funcionário despreparado contestou uma compra sem autorização e me prejudicou,boa noite no dia abri um chamado aqui reclamando que vocês não tinham tirado o valor da minha fatura que a amazon já tinh,"['funcion', 'desprepar', 'contest', 'compr', 'autor', 'prejudic']","['boa', 'noit', 'dia', 'abr', 'cham', 'aqu', 'reclam', 'tir', 'val', 'fatur', 'amazon', 'tinh']",1,3
BLOQUEIO INDEVIDO DE CONTA,"Hoje 27/02/2025 a NUBANK bloqueou minha conta pessoa física, estou no exterior e preciso pagar conta de hotel e infelizmente ...",Conta,bloqueio indevido de conta,hoje a nubank bloqueou minha conta pessoa física estou no exterior e preciso pagar conta de hotel e infelizmente,"['bloquei', 'indev', 'cont']","['hoj', 'nubank', 'bloqu', 'cont', 'pesso', 'físic', 'exteri', 'precis', 'pag', 'cont', 'hotel', 'infeliz']",1,1
Bloqueio de segurança nubank,eu emito notas fiscais presto serviços para bancos pago meus impostos em dia tudo comprovado com contratos e darfs dentro da ...,Conta,bloqueio de segurança nubank,eu emito notas fiscais presto serviços para bancos pago meus impostos em dia tudo comprovado com contratos e darfs dentro da,"['bloquei', 'seguranç', 'nubank']","['emit', 'not', 'fiscal', 'prest', 'serviç', 'banc', 'pag', 'impost', 'dia', 'tud', 'comprov', 'contrat', 'darf', 'dentr']",1,5
Capital de giro difícil de ser contratado.,"Hoje eu fui abrir minha conta PJ no Sicredi e mesmo demorando um pouco pra abir por ser cooperativa, já foi me falado da poss...",Outros,capital de giro difícil de ser contratado,hoje eu fui abrir minha conta pj no sicredi e mesmo demorando um pouco pra abir por ser cooperativa já foi me falado da poss,"['capit', 'gir', 'difícil', 'contrat']","['hoj', 'abr', 'cont', 'sicred', 'demor', 'pouc', 'pra', 'abir', 'cooper', 'fal', 'pos']",1,3
Limite congelado,Na pandemia acabei que por forças maiores não conseguindo efetuar o pagamento da minha fatura da nubank mas no dia 23 de outu...,Cartão de Crédito,limite congelado,na pandemia acabei que por forças maiores não conseguindo efetuar o pagamento da minha fatura da nubank mas no dia de outu,"['limit', 'congel']","['pandem', 'acab', 'forç', 'mai', 'consegu', 'efetu', 'pag', 'fatur', 'nubank', 'dia', 'outu']",1,1
Preciso entrar num acordo para finalizar meus débitos no desenrola Brasil. Porém já tentei e eles dizem que não existe pendências eu sei que eu devo porém não consegui negociar. No momento não estou trabalhando pq cuido da minha mãe ela teve um AVC.,Eles não querem negociar dividas comigo preciso de ajuda. Por favor. Qro meu nome https://******* restrições,Pagamentos,preciso entrar num acordo para finalizar meus débitos no desenrola brasil porém já tentei e eles dizem que não existe pendências eu sei que eu devo porém não consegui negociar no momento não estou trabalhando pq cuido da minha mãe ela teve um avc,eles não querem negociar dividas comigo preciso de ajuda por favor qro meu nome restrições,"['precis', 'entr', 'acord', 'final', 'débit', 'desenrol', 'brasil', 'porém', 'tent', 'diz', 'exist', 'pend', 'sei', 'dev', 'porém', 'consegu', 'negoci', 'moment', 'trabalh', 'cuid', 'mãe', 'avc']","['quer', 'negoci', 'div', 'comig', 'precis', 'ajud', 'favor', 'qro', 'nom', 'restr']",1,1
Juros de mais,Atrasei a conta dois dias já me colocaram um juros absurdo . Não tem facilifade nem uma pro cliente,Cartão de Crédito,juros de mais,atrasei a conta dois dias já me colocaram um juros absurdo não tem facilifade nem uma pro cliente,['jur'],"['atras', 'cont', 'doi', 'dia', 'coloc', 'jur', 'absurd', 'facilifad', 'pro', 'client']",2,1
"Estorno de pix, retido","Hoje, dia 27/02/2025, eu peguei um empréstimo na função pix, pois precisava pagar um compromisso que fiz na reforma do meu so...",Pix,estorno de pix retido,hoje dia eu peguei um empréstimo na função pix pois precisava pagar um compromisso que fiz na reforma do meu so,"['estorn', 'pix', 'ret']","['hoj', 'dia', 'peg', 'emprést', 'funç', 'pix', 'poi', 'precis', 'pag', 'compromiss', 'fiz', 'reform']",1,1
Agendamento para pagar boleto,"Iniciei um pagamento para um boleto no app do nubank. Conferir todos os dados, tudo ok. No final para confirmar o pagamento, ...",Pagamentos,agendamento para pagar boleto,iniciei um pagamento para um boleto no app do nubank conferir todos os dados tudo ok no final para confirmar o pagamento,"['agend', 'pag', 'bolet']","['inici', 'pag', 'bolet', 'app', 'nubank', 'confer', 'tod', 'dad', 'tud', 'final', 'confirm', 'pag']",4,3
Dúvida!!!,"Olá, eu gostaria de criar uma conta no Nubank, sou maior de idade, porém, quando fui tentar fazer uma conta dizem que fui apr...",Outros,dúvida,olá eu gostaria de criar uma conta no nubank sou maior de idade porém quando fui tentar fazer uma conta dizem que fui apr,['dúv'],"['olá', 'gost', 'cri', 'cont', 'nubank', 'mai', 'idad', 'porém', 'tent', 'faz', 'cont', 'diz', 'apr']",1,2
Nubank Cancelou Meu Seguro de Vida Sem Aviso!,"Tenho um seguro de vida contratado no Nubank desde 2021 e, sem qualquer aviso prévio, ele foi cancelado no dia 25/02/2025. Se...",Outros,nubank cancelou meu seguro de vida sem aviso,tenho um seguro de vida contratado no nubank desde e sem qualquer aviso prévio ele foi cancelado no dia se,"['nubank', 'cancel', 'segur', 'vid', 'avis']","['segur', 'vid', 'contrat', 'nubank', 'desd', 'qualqu', 'avis', 'prévi', 'cancel', 'dia']",1,1
Comprovante de Rendimentos 2024 - Nuinvest,"Era cliente da antiga Nuinvest, e optei por não abrir conta na Nubank, e portanto migrei investimentos.No entanto, nece...",Investimentos,comprovante de rendimentos nuinvest,era cliente da antiga nuinvest e optei por não abrir conta na nubank e portanto migrei investimentosno entanto nece,"['comprov', 'rend', 'nuinvest']","['client', 'antig', 'nuinvest', 'opt', 'abr', 'cont', 'nubank', 'portant', 'migr', 'investimentosn', 'entant', 'nec']",1,1
LIMITE NÃO AUMENTA,"Faz muito tempo que meu limite permanece congelado, sem aumento, mesmo depois de eu ter enviado meu contracheque. Eu sou serv...",Cartão de Crédito,limite não aumenta,faz muito tempo que meu limite permanece congelado sem aumento mesmo depois de eu ter enviado meu contracheque eu sou serv,"['limit', 'aument']","['faz', 'temp', 'limit', 'permanec', 'congel', 'aument', 'ter', 'envi', 'contrachequ', 'serv']",1,1
Tentei cancelar o empréstimo em menos de 24 horas e não deixaram,Tentei cancelar o empréstimo do Nubank Em menos 24h00 o empréstimo que eu não fiz Porém fiz a reclamação Eles falaram que ia ...,Empréstimo,tentei cancelar o empréstimo em menos de horas e não deixaram,tentei cancelar o empréstimo do nubank em menos h o empréstimo que eu não fiz porém fiz a reclamação eles falaram que ia,"['tent', 'cancel', 'emprést', 'menos', 'hor', 'deix']","['tent', 'cancel', 'emprést', 'nubank', 'menos', 'emprést', 'fiz', 'porém', 'fiz', 'reclam', 'fal']",1,1
Falta de análise,"Assunto: Solicitação de Análise para Crédito PessoalOlá, equipe Nubank, tudo bem?Sou cliente de vocês...",Outros,falta de análise,assunto solicitação de análise para crédito pessoalolá equipe nubank tudo bemsou cliente de vocês,"['falt', 'anális']","['assunt', 'solicit', 'anális', 'crédit', 'pessoalol', 'equip', 'nubank', 'tud', 'bems', 'client']",2,4
Sumiço de dinheiro do saldo da conta,"Agora no mês de fevereiro de 2025, notei que está faltando R$ 25,25 na minha conta, sem que haja algum lançamento negativo qu...",Conta,sumiço de dinheiro do saldo da conta,agora no mês de fevereiro de notei que está faltando r na minha conta sem que haja algum lançamento negativo qu,"['sumiç', 'dinh', 'sald', 'cont']","['agor', 'mê', 'fever', 'not', 'falt', 'cont', 'algum', 'lanç', 'nega']",1,1
Cartão de crédito,Oi boa noite poderia reativar meu cartão de crédito,Cartão de Crédito,cartão de crédito,oi boa noite poderia reativar meu cartão de crédito,"['cart', 'crédit']","['boa', 'noit', 'pod', 'reativ', 'cart', 'crédit']",5,1
Bloquearam minha conta sem motivos,"Fui usar minha conta e deu erro na transferência pix , depois tentei um novo pagamento que também deu erroEntrei em con...",Conta,bloquearam minha conta sem motivos,fui usar minha conta e deu erro na transferência pix depois tentei um novo pagamento que também deu erroentrei em con,"['bloque', 'cont', 'motiv']","['us', 'cont', 'deu', 'err', 'transfer', 'pix', 'tent', 'nov', 'pag', 'deu', 'erroentr', 'con']",1,1
Cancelaram minha conta após uma contestação,"Vamos lá, fizeram uma contestação na minha conta, o serviço foi prestado, eu tenho o comprovante tudo certinho, até entrei em...",Conta,cancelaram minha conta após uma contestação,vamos lá fizeram uma contestação na minha conta o serviço foi prestado eu tenho o comprovante tudo certinho até entrei em,"['cancel', 'cont', 'após', 'contest']","['vam', 'fiz', 'contest', 'cont', 'serviç', 'prest', 'comprov', 'tud', 'cert', 'entr']",1,1
TENTEI REALIZAR SAQUE E NÃO SAIU,Boa noite. Tentei realizar um saque de R$900 reais e as cédulas não saíram entrei em contato com a nubank e informaram que nã...,Outros,tentei realizar saque e não saiu,boa noite tentei realizar um saque de r reais e as cédulas não saíram entrei em contato com a nubank e informaram que nã,"['tent', 'realiz', 'saqu', 'saiu']","['boa', 'noit', 'tent', 'realiz', 'saqu', 'real', 'cédul', 'saír', 'entr', 'contat', 'nubank', 'inform']",1,1
Cobrança inadequada,"No mês de janeiro, realizei duas compras no site da Shein, e ambas foram canceladas pela própria empresa, com o reembolso sen...",Outros,cobrança inadequada,no mês de janeiro realizei duas compras no site da shein e ambas foram canceladas pela própria empresa com o reembolso sen,"['cobranç', 'inadequ']","['mê', 'jan', 'realiz', 'dua', 'compr', 'sit', 'shein', 'ambas', 'cancel', 'própr', 'empr', 'reembols', 'sen']",1,1
[Editado pelo Reclame Aqui] no Cartão Virtual - Compra [Editado pelo Reclame Aqui],Estou tentando cancelar uma compra no meu cartão de crédito virtual que foi [Editado pelo Reclame Aqui]. Entrei em contato vi...,Cartão de Crédito,editado pelo reclame aqui no cartão virtual compra editado pelo reclame aqui,estou tentando cancelar uma compra no meu cartão de crédito virtual que foi editado pelo reclame aqui entrei em contato vi,"['edit', 'reclam', 'aqu', 'cart', 'virtual', 'compr', 'edit', 'reclam', 'aqu']","['tent', 'cancel', 'compr', 'cart', 'crédit', 'virtual', 'edit', 'reclam', 'aqu', 'entr', 'contat']",1,1
Não consigo finalizar meu cadastro,Olá pessoal como vai?Ja tentei algumas vezes utilizar o Nubank mas nunca consigo finalizar o cadastro sempre diz que va...,Outros,não consigo finalizar meu cadastro,olá pessoal como vaija tentei algumas vezes utilizar o nubank mas nunca consigo finalizar o cadastro sempre diz que va,"['consig', 'final', 'cadastr']","['olá', 'pessoal', 'vaij', 'tent', 'algum', 'vez', 'utiliz', 'nubank', 'nunc', 'consig', 'final', 'cadastr', 'sempr', 'diz']",1,1
Reclamação sobre Bloqueio Judicial e Dificuldade de Comunicação com o Setor Jurídico,"Prezados,Venho por meio deste expressar minha insatisfação em relação ao bloqueio judicial em minha conta no NUBA...",Conta,reclamação sobre bloqueio judicial e dificuldade de comunicação com o setor jurídico,prezadosvenho por meio deste expressar minha insatisfação em relação ao bloqueio judicial em minha conta no nuba,"['reclam', 'sobr', 'bloquei', 'judic', 'dificuldad', 'comunic', 'set', 'juríd']","['prezadosvenh', 'mei', 'dest', 'express', 'insatisf', 'relaç', 'bloquei', 'judic', 'cont', 'nub']",1,1
Reativação de crédito,"Paguei minha dívida, continuo movimentando muito a minha conta e ainda não consegui reativar o meu cartão de crédito",Cartão de Crédito,reativação de crédito,paguei minha dívida continuo movimentando muito a minha conta e ainda não consegui reativar o meu cartão de crédito,"['reativ', 'crédit']","['pag', 'dív', 'continu', 'moviment', 'cont', 'aind', 'consegu', 'reativ', 'cart', 'crédit']",4,1
Retido meu investimento,tenho uma caixinha no nubank para Emergência Resgate imediato bloquearam o meu Resgate alegando que eu tenho empréstimos a v...,Investimentos,retido meu investimento,tenho uma caixinha no nubank para emergência resgate imediato bloquearam o meu resgate alegando que eu tenho empréstimos a v,"['ret', 'invest']","['caix', 'nubank', 'emerg', 'resgat', 'imediat', 'bloque', 'resgat', 'aleg', 'emprést']",1,1
Empréstimo,"Olá me chamo *******, possuo conta no banco nubank há um bom tempo, e não disponibilizam empréstimo para mim. Estou enviando...",Empréstimo,empréstimo,olá me chamo possuo conta no banco nubank há um bom tempo e não disponibilizam empréstimo para mim estou enviando,['emprést'],"['olá', 'ch', 'possu', 'cont', 'banc', 'nubank', 'bom', 'temp', 'disponibiliz', 'emprést', 'mim', 'envi']",4,1
Não dão nem alimento de limite e nem empréstimo mas,A meses . não alimenta o limite de cartão de crédito . e nem dao empréstimo . pago tudo direitinho. E ate agora nada já tem m...,Cartão de Crédito,não dão nem alimento de limite e nem empréstimo mas,a meses não alimenta o limite de cartão de crédito e nem dao empréstimo pago tudo direitinho e ate agora nada já tem m,"['dão', 'aliment', 'limit', 'emprést']","['mes', 'aliment', 'limit', 'cart', 'crédit', 'dao', 'emprést', 'pag', 'tud', 'direit', 'ate', 'agor', 'nad']",1,1
Cartão virtual clonado,"Na data de 24/02/2025 recebi uma notificação de compra no aplicativo Nubank na loja Electrolux no valor R$9.706,80. Oco...",Cartão de Crédito,cartão virtual clonado,na data de recebi uma notificação de compra no aplicativo nubank na loja electrolux no valor r oco,"['cart', 'virtual', 'clon']","['dat', 'receb', 'notific', 'compr', 'aplic', 'nubank', 'loj', 'electrolux', 'val', 'oco']",1,1
Não consigo acessar minha conta da Nubank!,"Troquei de aparelho celular. Baixei o aplicativo no novo aparelho, fiz o login e confirmei no e-mail a autenticidade do login...",Conta,não consigo acessar minha conta da nubank,troquei de aparelho celular baixei o aplicativo no novo aparelho fiz o login e confirmei no email a autenticidade do login,"['consig', 'acess', 'cont', 'nubank']","['troq', 'aparelh', 'celul', 'baix', 'aplic', 'nov', 'aparelh', 'fiz', 'login', 'confirm', 'email', 'autentic', 'login']",1,1
Pix no cartão de crédito,"Não reconheço Um Pix Feito Com Meu Cartão De Crédito No Valor De 900 Reais , Para Vanessa dos Santos pereira Não Fui E...",Cartão de Crédito,pix no cartão de crédito,não reconheço um pix feito com meu cartão de crédito no valor de reais para vanessa dos santos pereira não fui e,"['pix', 'cart', 'crédit']","['reconheç', 'pix', 'feit', 'cart', 'crédit', 'val', 'real', 'vaness', 'sant', 'per']",1,1
Unificação das Faturas,Me programei para pagar a fatura de fevereiro de 2025 como sempre paguei. Mas quando fui pagar o valor que já sabia que seria...,Cartão de Crédito,unificação das faturas,me programei para pagar a fatura de fevereiro de como sempre paguei mas quando fui pagar o valor que já sabia que seria,"['unific', 'fatur']","['program', 'pag', 'fatur', 'fever', 'sempr', 'pag', 'pag', 'val', 'sab']",4,1
